co_fips,co_name,state,mcode,mname,inflow2011_12,outflow2011_12,netflow2011_12,inflow2012_13,outflow2012_13,netflow2012_13,inflow2013_14,outflow2013_14,netflow2013_14,inflow2014_15,outflow2014_15,netflow2014_15,inflow2015_16,outflow2015_16,netflow2015_16,inflow2016_17,outflow2016_17,netflow2016_17,inflow2017_18,outflow2017_18,netflow2017_18,tot_inflow,tot_outflow,tot_netflow
42129,"Westmoreland County, PA",PA,38300,"Pittsburgh, PA",10,0,10,37,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,17
13113,"Fayette County, GA",GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA",10,40,-30,17,32,-15,0,0,0,0,0,0,0,42,-42,0,0,0,0,0,0,27,114,-87
37101,"Johnston County, NC",NC,39580,"Raleigh-Cary, NC",0,67,-67,0,51,-51,0,0,0,0,0,0,0,0,0,0,62,-62,0,46,-46,0,226,-226
27109,"Olmsted County, MN",MN,40340,"Rochester, MN",0,56,-56,43,50,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,106,-63
13117,"Forsyth County, GA",GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA",0,56,-56,16,34,-18,0,0,0,0,0,0,0,0,0,0,81,-81,0,49,-49,16,220,-204
08001,"Adams County, CO",CO,19740,"Denver-Aurora-Lakewood, CO",0,53,-53,16,21,-5,0,0,0,0,0,0,0,0,0,0,72,-72,0,0,0,16,146,-130
45035,"Dorchester County, SC",SC,16700,"Charleston-North Charleston, SC",0,51,-51,20,54,-34,0,0,0,0,0,0,0,0,0,0,27,-27,0,0,0,20,132,-112
12119,"Sumter County, FL",FL,45540,"The Villages, FL",0,48,-48,0,79,-79,0,0,0,0,34,-34,0,0,0,0,0,0,0,0,0,0,161,-161
45091,"York County, SC",SC,16740,"Charlotte-Concord-Gastonia, NC-SC",0,48,-48,15,101,-86,0,45,-45,0,0,0,0,55,-55,0,47,-47,0,55,-55,15,351,-336
46103,"Pennington County, SD",SD,39660,"Rapid City, SD",0,45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-45
04021,"Pinal County, AZ",AZ,38060,"Phoenix-Mesa-Chandler, AZ",0,44,-44,13,42,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,86,-73
04025,"Yavapai County, AZ",AZ,39150,"Prescott Valley-Prescott, AZ",0,40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-40
12017,"Citrus County, FL",FL,26140,"Homosassa Springs, FL",0,39,-39,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,58,-37
13179,"Liberty County, GA",GA,25980,"Hinesville, GA",0,32,-32,48,74,-26,0,0,0,0,0,0,0,0,0,0,38,-38,0,0,0,48,144,-96
37085,"Harnett County, NC",NC,22180,"Fayetteville, NC",0,29,-29,0,31,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-60
37097,"Iredell County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC",0,28,-28,0,44,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,-72
12055,"Highlands County, FL",FL,42700,"Sebring-Avon Park, FL",0,27,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-27
20061,"Geary County, KS",KS,31740,"Manhattan, KS",0,27,-27,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,-10
51740,"Portsmouth city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0,26,-26,0,46,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,-72
48039,"Brazoria County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX",0,25,-25,0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-45
37195,"Wilson County, NC",NC,48980,"Wilson, NC",0,25,-25,0,27,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-52
45069,"Marlboro County, SC",SC,13500,"Bennettsville, SC",0,23,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-23
36017,"Chenango County, NY",NY,0,non-metro,0,23,-23,0,18,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-41
13073,"Columbia County, GA",GA,12260,"Augusta-Richmond County, GA-SC",0,22,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-22
49043,"Summit County, UT",UT,25720,"Heber, UT",0,22,-22,0,34,-34,0,0,0,0,0,0,0,0,0,0,42,-42,0,0,0,0,98,-98
37125,"Moore County, NC",NC,38240,"Pinehurst-Southern Pines, NC",0,21,-21,0,16,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-37
36095,"Schoharie County, NY",NY,10580,"Albany-Schenectady-Troy, NY",0,21,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-21
51770,"Roanoke city, VA",VA,40220,"Roanoke, VA",0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-20
36035,"Fulton County, NY",NY,24100,"Gloversville, NY",0,19,-19,0,31,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-50
38017,"Cass County, ND",ND,22020,"Fargo, ND-MN",0,19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-19
13127,"Glynn County, GA",GA,15260,"Brunswick, GA",0,19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-19
01117,"Shelby County, AL",AL,13820,"Birmingham-Hoover, AL",0,18,-18,12,19,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,-25
39057,"Greene County, OH",OH,19430,"Dayton-Kettering, OH",0,18,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-18
37191,"Wayne County, NC",NC,24140,"Goldsboro, NC",0,17,-17,0,32,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-49
37037,"Chatham County, NC",NC,20500,"Durham-Chapel Hill, NC",0,16,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-16
23019,"Penobscot County, ME",ME,12620,"Bangor, ME",0,15,-15,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,11
37093,"Hoke County, NC",NC,22180,"Fayetteville, NC",0,15,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-15
39155,"Trumbull County, OH",OH,49660,"Youngstown-Warren-Boardman, OH-PA",0,14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-14
51095,"James City County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0,14,-14,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,3
23009,"Hancock County, ME",ME,0,non-metro,0,14,-14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0
36115,"Washington County, NY",NY,24020,"Glens Falls, NY",0,14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-14
26139,"Ottawa County, MI",MI,24340,"Grand Rapids-Kentwood, MI",0,13,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-13
22103,"St. Tammany Parish, LA",LA,35380,"New Orleans-Metairie, LA",0,13,-13,13,18,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,-18
17037,"DeKalb County, IL",IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",0,13,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-13
53073,"Whatcom County, WA",WA,13380,"Bellingham, WA",0,12,-12,0,23,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-35
49011,"Davis County, UT",UT,36260,"Ogden-Clearfield, UT",0,0,0,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,1
42019,"Butler County, PA",PA,38300,"Pittsburgh, PA",0,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1
47149,"Rutherford County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0,0,0,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8
36031,"Essex County, NY",NY,0,non-metro,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
51680,"Lynchburg city, VA",VA,31340,"Lynchburg, VA",0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
49053,"Washington County, UT",UT,41100,"St. George, UT",0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
24013,"Carroll County, MD",MD,12580,"Baltimore-Columbia-Towson, MD",0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
26049,"Genesee County, MI",MI,22420,"Flint, MI",0,0,0,15,50,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,-35
56021,"Laramie County, WY",WY,16940,"Cheyenne, WY",0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
30063,"Missoula County, MT",MT,33540,"Missoula, MT",0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
31079,"Hall County, NE",NE,24260,"Grand Island, NE",0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
39009,"Athens County, OH",OH,11900,"Athens, OH",0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
54061,"Monongalia County, WV",WV,34060,"Morgantown, WV",0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
36053,"Madison County, NY",NY,45060,"Syracuse, NY",0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1
28121,"Rankin County, MS",MS,27140,"Jackson, MS",0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
33003,"Carroll County, NH",NH,0,non-metro,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
21117,"Kenton County, KY",KY,17140,"Cincinnati, OH-KY-IN",0,0,0,0,41,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-41
24015,"Cecil County, MD",MD,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,0,0,36,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-36
37019,"Brunswick County, NC",NC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0,0,0,0,36,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-36
41029,"Jackson County, OR",OR,32780,"Medford, OR",0,0,0,0,35,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-35
37001,"Alamance County, NC",NC,15500,"Burlington, NC",0,0,0,0,34,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-34
21227,"Warren County, KY",KY,14540,"Bowling Green, KY",0,0,0,0,28,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-28
13153,"Houston County, GA",GA,47580,"Warner Robins, GA",0,0,0,0,25,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-25
37159,"Rowan County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC",0,0,0,0,24,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-24
45043,"Georgetown County, SC",SC,23860,"Georgetown, SC",0,0,0,0,21,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-21
51800,"Suffolk city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0,0,0,0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-20
25007,"Dukes County, MA",MA,47240,"Vineyard Haven, MA",0,0,0,0,19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-19
42007,"Beaver County, PA",PA,38300,"Pittsburgh, PA",0,0,0,0,19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-19
22115,"Vernon Parish, LA",LA,22860,"Fort Polk South, LA",0,0,0,0,19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-19
20161,"Riley County, KS",KS,31740,"Manhattan, KS",0,0,0,0,17,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-17
48309,"McLennan County, TX",TX,47380,"Waco, TX",0,0,0,0,15,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-15
23013,"Knox County, ME",ME,0,non-metro,0,0,0,0,14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-14
17143,"Peoria County, IL",IL,37900,"Peoria, IL",0,0,0,0,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-12
54011,"Cabell County, WV",WV,26580,"Huntington-Ashland, WV-KY-OH",0,0,0,0,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10
13255,"Spalding County, GA",GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA",0,0,0,0,0,0,0,0,0,0,0,0,0,37,-37,0,0,0,0,0,0,0,37,-37
18081,"Johnson County, IN",IN,26900,"Indianapolis-Carmel-Anderson, IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,-76,0,67,-67,0,143,-143
56039,"Teton County, WY",WY,27220,"Jackson, WY-ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-27,0,27,-27
